t,p,o,c,h,l,v
1085522400,,22,22.5,22.8,21.9,512090
1085608800,,22.7,23,23.2,22.7,216606
1085695200,,23,23,23.1,22.7,52001
1085954400,,23,23,23.1,22.8,22016
1086040800,,23,23,23,22.7,13118
1086127200,,22.9,23,23,22.9,18698
1086213600,,23,22.8,23,22.8,7667
1086300000,,23,23,23,22.8,35712
1086559200,,23,23.4,23.4,23,51796
1086645600,,23.4,24.1,24.3,23.4,35369
1086732000,,24.2,25,25,24,35773
1086904800,,24.9,26.3,27,24.9,48516
1087164000,,26.3,25.7,26.3,24.7,22728
1087250400,,25.5,25.2,25.6,25,7419
1087336800,,25,25.4,25.7,25,9111
1087423200,,25.4,24.5,25.6,24.5,27106
1087509600,,24.8,24.5,25,24.5,9280
1087768800,,24.3,24.9,25.3,24.3,18702
1087855200,,25.1,24.9,25.2,24.9,6626
1087941600,,25.3,25.1,25.6,25.1,19150
1088028000,,25.5,25.2,25.5,25.1,7437
1088114400,,25.3,25.6,25.6,25,9500
1088373600,,25.8,27.3,27.5,25.8,32670
1088460000,,27.6,27,27.7,26.8,7446
1088546400,,27.4,26.8,27.4,26.8,10373
1088632800,,26.8,26.7,26.9,26.3,2122
1088719200,,26.5,26.5,26.7,26.1,11567
1088978400,,26.7,26.9,27,26.6,4326
1089064800,,26.7,26.9,27,26.5,4177
1089151200,,26.9,27.2,27.3,26.6,6889
1089237600,,27,28.3,28.5,27,14888
1089324000,,28.5,29.5,29.5,28.3,18498
1089583200,,29.5,29.6,30.6,29.5,48008
1089669600,,29.6,29.9,30,29.3,23670
1089756000,,29.5,31.5,31.8,29.5,58848
1089842400,,31.5,31.4,32.7,30.9,43613
1089928800,,31.8,32.1,32.4,30.4,48835
1090188000,,32.5,33.6,34.9,32.5,43284
1090274400,,34.2,33.4,34.2,31.9,59209
1090360800,,33.4,32.9,33.5,32.5,103168
1090447200,,33,32.9,33,32.6,23861
1090533600,,32.9,34.2,34.5,32.6,24614
1090792800,,34.4,33.1,34.5,32.9,29725
1090879200,,33.4,32.8,33.9,32.1,19037
1090965600,,33.7,32,33.7,31.6,18133
1091052000,,31.6,31.4,32.3,31,19164
1091138400,,31.4,32,32,31.3,5272
1091397600,,32.1,32.7,33,32.1,14036
1091484000,,32.7,32.9,33,32.6,15585
1091570400,,32.8,33.2,33.3,32.7,22804
1091656800,,33.5,32.8,33.5,32.8,9332
1091743200,,32.5,31.5,32.9,31.5,12552
1092002400,,31.5,30.5,32.5,29.8,13506
1092088800,,30.5,31,31.4,30.2,17825
1092175200,,30.6,30.6,31,30.6,21169
1092261600,,30.5,30.6,30.9,30.5,3331
1092348000,,30.6,30.8,30.8,30.5,2472
1092607200,,31.1,30.9,31.1,30.9,1926
1092693600,,30.8,31,31.4,30.7,3946
1092780000,,31,31.6,31.6,31,3978
1092866400,,31.9,31.2,31.9,31.2,3275
1092952800,,30.9,30.7,31.3,30.3,6225
1093212000,,30.7,31.2,31.3,30.6,18279
1093298400,,31.5,33,33,31.5,21398
1093384800,,33,32.7,33.1,32.3,13904
1093471200,,33,32.1,33,32.1,9707
1093557600,,33,32.8,33,32.5,1080
1093816800,,32.8,31.9,32.8,31.9,1644
1093903200,,31.7,31.8,32,31.7,17176
1093989600,,32,32.5,32.5,31.8,9796
1094076000,,32.4,32.8,33,31.7,19314
1094162400,,33,32.9,33.1,32.5,4493
1094421600,,33,32.7,33,32.5,1764
1094508000,,32.1,32.7,32.9,32.1,5388
1094594400,,32.6,34.3,34.7,32.5,38162
1094680800,,34.1,36,36,33.7,45464
1094767200,,36.9,36.3,37.5,36.3,51445
1095026400,,37,37.4,37.8,36.6,18195
1095112800,,38,37.2,38.7,37.2,26713
1095199200,,37.2,36.9,37.2,36.3,8121
1095285600,,36.7,36.8,36.9,36.6,4580
1095372000,,36.6,36.4,36.7,36,9305
1095631200,,36,36.5,36.7,35.6,2535
1095717600,,36.6,36.4,36.6,36.2,1331
1095804000,,36.2,36.2,36.9,36,4879
1095890400,,36,37.1,37.9,36,22237
1095976800,,37.2,37,38.4,37,18626
1096236000,,37.2,36.7,37.2,36.7,4661
1096322400,,36.3,36.7,36.7,36.3,4178
1096408800,,36.4,37,37,36.4,9040
1096495200,,36.9,36.6,37,36.6,4778
1096581600,,36.5,36.9,36.9,36.4,3183
1096840800,,37.5,37.2,38.1,37,14992
1096927200,,37.5,37,37.5,37,7420
1097013600,,37,36.9,37,36.7,5053
1097100000,,36.8,36.5,36.8,35.9,12980
1097186400,,36,36.4,36.4,35.7,5930
1097445600,,36,36.1,36.5,35.9,3551
1097532000,,35.7,35.1,35.7,35,14495
1097618400,,34.5,34.7,35,34.4,11745
1097704800,,34.9,35.3,35.7,34.9,16008
1097791200,,35.7,35.3,35.7,35.3,126313
1098050400,,35.5,35.2,35.5,35.2,41437
1098136800,,35.1,34.1,35.1,34.1,8294
1098223200,,34.1,33.8,34.1,33,22530
1098309600,,33,34.4,34.4,33,6638
1098396000,,34.9,35.3,35.6,34.9,2332
1098655200,,33.7,34.5,35,33.7,4706
1098741600,,34.4,35.9,35.9,34.1,10290
1098828000,,35.8,36.5,36.8,35.7,33645
1098914400,,37.6,38.1,38.4,37.6,40510
1099000800,,39.2,39.2,39.2,38.6,659611
1099350000,,39.4,38.7,39.4,38.3,22437
1099436400,,39,38.5,39,38.1,4359
1099522800,,38.4,38.4,38.5,38.1,5783
1099609200,,38.5,39.4,39.4,38.4,17548
1099868400,,39.9,39.1,39.9,38.6,16539
1099954800,,39.1,38.7,39.1,38.6,10313
1100041200,,39,39.3,39.3,38.2,19141
1100214000,,39.6,38.8,39.6,38.7,8514
1100473200,,39,38,39,38,10334
1100559600,,38,38.1,38.5,37,8655
1100646000,,38,38.3,38.3,37.5,8980
1100732400,,38.3,38.1,38.4,38,54379
